Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
soc.message.SOCCreateAccount, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDeleteChannel, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDeleteGame, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDevCard, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDevCardCount, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDiceResult, 85.0, 85.0, 0.0, 10.0, 8.0, 20.0, 
soc.message.SOCDiscard, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDiscardRequest, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCDiscoveryPick, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCEndTurn, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCFirstPlayer, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCGameMembers, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCGameState, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCGameStats, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCGameTextMsg, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCGames, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCImARobot, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCJoin, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCJoinAuth, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCJoinGame, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCJoinGameAuth, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCJoinGameRequest, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLargestArmy, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLastSettlement, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLeave, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLeaveAll, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLeaveGame, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCLongestRoad, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCMakeOffer, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCMembers, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCMessage, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.message.SOCMessageMulti, 83.0, 83.0, 0.0, 8.0, 8.0, 0.0, 
soc.message.SOCMessageTemplate0, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplate1i, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplate1s, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplate2i, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplate2s, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplate3s, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplateMi, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMessageTemplateMs, 83.0, 83.0, 0.0, 8.0, 6.0, 25.0, 
soc.message.SOCMonopolyPick, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCMoveRobber, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCNewChannel, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCNewGame, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCPlayDevCardRequest, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCPlayerElement, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCPotentialSettlements, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCPutPiece, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRejectConnection, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRejectOffer, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCResetBoardAuth, 86.0, 86.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCResetBoardReject, 84.0, 84.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCResetBoardRequest, 84.0, 84.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCResetBoardVote, 86.0, 86.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCResetBoardVoteRequest, 85.0, 85.0, 0.0, 10.0, 8.0, 20.0, 
soc.message.SOCResourceCount, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRobotDismiss, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRollDice, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRollDicePrompt, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCRollDiceRequest, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCServerPing, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCSetPlayedDevCard, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCSetSeatLock, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCSetTurn, 85.0, 85.0, 0.0, 10.0, 8.0, 20.0, 
soc.message.SOCSetupDone, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCSitDown, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCStartGame, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCStatusMessage, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCTextMsg, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCTurn, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCUpdateRobotParams, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.message.SOCVersion, 83.0, 83.0, 0.0, 8.0, 7.0, 12.5, 
soc.robot.BoardNodeScorePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildPossibility, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildingSpeedEstimate, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCNumberProbabilities, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerAction, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerTracker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleCard, 16.0, 16.0, 0.0, 23.0, 21.0, 8.695652173913047, 
soc.robot.SOCPossibleCity, 16.0, 15.0, 6.25, 23.0, 19.0, 17.391304347826093, 
soc.robot.SOCPossiblePiece, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleRoad, 16.0, 16.0, 0.0, 23.0, 11.0, 52.17391304347826, 
soc.robot.SOCPossibleSettlement, 16.0, 16.0, 0.0, 23.0, 13.0, 43.47826086956522, 
soc.robot.SOCResSetBuildTimePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCResSetBuildTypePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotBrain, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotClient, 21.0, 12.0, 42.857142857142854, 86.0, 32.0, 62.7906976744186, 
soc.robot.SOCRobotDM, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotNegotiator, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotResetThread, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCTradeTree, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCChannelList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCClientData, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameBoardReset, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameTimeoutChecker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCReplaceRequest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCServer, 9.0, 5.0, 44.44444444444444, 17.0, 9.0, 47.05882352941177, 
soc.server.SOCServerRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.database.SOCDBHelper, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.Connection, 0.0, 0.0, NaN, 15.0, 14.0, 6.666666666666671, 
soc.server.genericServer.LocalStringConnection, 0.0, 0.0, NaN, 15.0, 12.0, 20.0, 
soc.server.genericServer.LocalStringServerSocket, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
soc.server.genericServer.Server, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringConnection, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringServerSocket, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CappedQueue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CutoffExceededException, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.DebugRecorder, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.IntPair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.MutexFlag, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.NodeLenVis, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Pair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Queue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCRobotParameters, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Triple, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Version, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
Total, 7363.0, 7345.0, 0.24446557109874334, 1041.0, 842.0, 19.11623439000961, 
