Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
soc.message.SOCCancelBuildRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCChangeFace, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCChannels, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCChoosePlayer, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCChoosePlayerRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCClearOffer, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCClearTradeMsg, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCCreateAccount, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDeleteChannel, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDeleteGame, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDevCard, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDevCardCount, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDiceResult, 94.0, 94.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCDiscard, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDiscardRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCDiscoveryPick, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCEndTurn, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCFirstPlayer, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGameMembers, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCGameOptionGetDefaults, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGameOptionGetInfos, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCGameOptionInfo, 94.0, 94.0, 0.0, 13.0, 13.0, 0.0, 
soc.message.SOCGameState, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGameStats, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGameTextMsg, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCGames, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCGamesWithOptions, 94.0, 94.0, 0.0, 13.0, 12.0, 7.692307692307693, 
soc.message.SOCImARobot, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoin, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoinAuth, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoinGame, 97.0, 97.0, 0.0, 15.0, 11.0, 26.66666666666667, 
soc.message.SOCJoinGameAuth, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCJoinGameRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLargestArmy, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLastSettlement, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLeave, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLeaveAll, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLeaveGame, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCLongestRoad, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCMakeOffer, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCMembers, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessage, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.message.SOCMessageMulti, 92.0, 92.0, 0.0, 11.0, 11.0, 0.0, 
soc.message.SOCMessageTemplate0, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplate1i, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplate1s, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplate2i, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplate2s, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplate3s, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplateJoinGame, 92.0, 92.0, 0.0, 11.0, 11.0, 0.0, 
soc.message.SOCMessageTemplateMi, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMessageTemplateMs, 92.0, 92.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCMonopolyPick, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCMoveRobber, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCNewChannel, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCNewGame, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCNewGameWithOptions, 95.0, 95.0, 0.0, 14.0, 12.0, 14.285714285714292, 
soc.message.SOCNewGameWithOptionsRequest, 97.0, 97.0, 0.0, 15.0, 11.0, 26.66666666666667, 
soc.message.SOCPlayDevCardRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCPlayerElement, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCPlayerElements, 94.0, 94.0, 0.0, 13.0, 13.0, 0.0, 
soc.message.SOCPlayerStats, 94.0, 94.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCPotentialSettlements, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCPutPiece, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRejectConnection, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRejectOffer, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCResetBoardAuth, 95.0, 95.0, 0.0, 14.0, 13.0, 7.142857142857139, 
soc.message.SOCResetBoardReject, 93.0, 93.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCResetBoardRequest, 93.0, 93.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCResetBoardVote, 95.0, 95.0, 0.0, 14.0, 12.0, 14.285714285714292, 
soc.message.SOCResetBoardVoteRequest, 94.0, 94.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCResourceCount, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRobotDismiss, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRollDice, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRollDicePrompt, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCRollDiceRequest, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCServerPing, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCSetPlayedDevCard, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCSetSeatLock, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCSetTurn, 94.0, 94.0, 0.0, 13.0, 11.0, 15.384615384615387, 
soc.message.SOCSetupDone, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCSitDown, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCStartGame, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCStatusMessage, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCTextMsg, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCTurn, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCUpdateRobotParams, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCVersion, 92.0, 92.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.robot.BoardNodeScorePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildPossibility, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildingSpeedEstimate, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCNumberProbabilities, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerAction, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerTracker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleCard, 16.0, 16.0, 0.0, 23.0, 21.0, 8.695652173913047, 
soc.robot.SOCPossibleCity, 16.0, 15.0, 6.25, 23.0, 19.0, 17.391304347826093, 
soc.robot.SOCPossiblePiece, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleRoad, 16.0, 16.0, 0.0, 23.0, 11.0, 52.17391304347826, 
soc.robot.SOCPossibleSettlement, 16.0, 16.0, 0.0, 23.0, 13.0, 43.47826086956522, 
soc.robot.SOCResSetBuildTimePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCResSetBuildTypePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotBrain, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotClient, 21.0, 12.0, 42.857142857142854, 87.0, 32.0, 63.2183908045977, 
soc.robot.SOCRobotDM, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotNegotiator, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotResetThread, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCTradeTree, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCChannelList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCClientData, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameListAtServer, 3.0, 1.0, 66.66666666666666, 16.0, 6.0, 62.5, 
soc.server.SOCGameTimeoutChecker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCReplaceRequest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCServer, 20.0, 16.0, 20.0, 28.0, 17.0, 39.285714285714285, 
soc.server.SOCServerRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.database.SOCDBHelper, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.Connection, 0.0, 0.0, NaN, 20.0, 18.0, 10.0, 
soc.server.genericServer.LocalStringConnection, 0.0, 0.0, NaN, 20.0, 16.0, 20.0, 
soc.server.genericServer.LocalStringServerSocket, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
soc.server.genericServer.Server, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringConnection, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringServerSocket, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CappedQueue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CutoffExceededException, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.DebugRecorder, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.IntPair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.MutexFlag, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.NodeLenVis, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Pair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Queue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameBoardReset, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCRobotParameters, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Triple, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Version, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
Total, 9106.0, 9085.0, 0.23061717548868899, 1503.0, 1266.0, 15.768463073852288, 
